Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Sales category,Quantity,Discount, Profit ,Profit Status
4221,CA-2017-134565,25-02-2028,27-05-2028,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers With Storage Hooks, 14 7/8"" X 11"", Dark Blue",18.29,Low,6,0.2,6.63,Profit
4222,CA-2017-134565,26-02-2028,28-05-2028,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,TEC-MA-10001570,Technology,Machines,Cisco Desktop Collaboration Experience Dx650 Ip Video Phone,385.8,Medium,5,0.2,130.21,Profit
4223,CA-2017-134565,27-02-2028,29-05-2028,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",102.96,Medium,2,0,1.03,Profit
4224,CA-2017-134565,28-02-2028,30-05-2028,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,174.42,Medium,3,0,41.86,Profit
4225,CA-2016-108644,29-02-2028,31-05-2028,First Class,SJ-20215,Sarah Jordon,Consumer,United States,Quincy,Illinois,62301,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers With Storage Hooks, 9 1/2"" X 11"", Light Blue",1.96,Low,2,0.8,-3.24,Loss
4226,US-2014-102631,01-03-2028,01-06-2028,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave Ds Wall Clock,94.43,Low,3,0.6,-42.49,Loss
4227,CA-2017-120327,02-03-2028,02-06-2028,Standard Class,WB-21850,William Brown,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips In Organizer Box, 800/Box",45.92,Low,4,0,21.58,Profit
4228,CA-2015-154970,03-03-2028,03-06-2028,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Seattle,Washington,98103,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,61.58,Low,1,0.2,-6.93,Loss
4229,CA-2016-113803,04-03-2028,04-06-2028,First Class,VG-21805,Vivek Grady,Corporate,United States,Richmond,Indiana,47374,Central,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note And Greeting Cards, 8-1/2"" X 5-1/2"" Card Size",22.48,Low,1,0,10.34,Profit
4230,CA-2017-100223,05-03-2028,05-06-2028,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-O Rollamat Studded, Beveled Mat For Medium Pile Carpeting",332.03,Medium,9,0.6,-348.63,Loss
4231,CA-2017-100223,06-03-2028,06-06-2028,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal Holdit! Binder Insert Strips,Extra Strips",11.39,Low,9,0.8,-17.66,Loss
4232,CA-2017-100223,07-03-2028,07-06-2028,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,15.55,Low,3,0.2,5.64,Profit
4233,CA-2017-100223,08-03-2028,08-06-2028,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,31.1,Low,6,0.2,11.28,Profit
4234,CA-2017-100223,09-03-2028,09-06-2028,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,6.32,Low,1,0.8,-10.42,Loss
4235,CA-2014-168823,10-03-2028,10-06-2028,First Class,MA-17560,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 Per Pad, 4 X 5 1/4, Green Cycle",11.35,Low,3,0.2,4.12,Profit
4236,CA-2014-168823,11-03-2028,11-06-2028,First Class,MA-17560,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10004425,Office Supplies,Labels,Staple-On Labels,20.81,Low,9,0.2,7.02,Profit
4237,CA-2016-162404,12-03-2028,12-06-2028,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Rockford,Illinois,61107,Central,OFF-BI-10000948,Office Supplies,Binders,"Gbc Laser Imprintable Binding System Covers, Desert Sand",11.42,Low,4,0.8,-18.84,Loss
4238,CA-2017-104024,13-03-2028,13-06-2028,Second Class,MD-17860,Michael Dominguez,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001972,Office Supplies,Art,Newell 323,9.41,Low,7,0.2,0.71,Profit
4239,CA-2017-147144,14-03-2028,14-06-2028,First Class,MZ-17335,Maria Zettner,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack For 1606",19.83,Low,1,0,5.95,Profit
4240,CA-2017-158673,15-03-2028,15-06-2028,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Grand Rapids,Michigan,49505,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,209.7,Medium,2,0,100.66,Profit
4241,CA-2014-133704,16-03-2028,16-06-2028,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Los Angeles,California,90004,West,OFF-AP-10001366,Office Supplies,Appliances,Staple Holder,43.92,Low,4,0,11.86,Profit
4242,CA-2014-133704,17-03-2028,17-06-2028,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Los Angeles,California,90004,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic And Wire Spiral Binding Combs,20.23,Low,3,0.2,6.58,Profit
4243,CA-2016-159142,18-03-2028,18-06-2028,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,22153,South,TEC-PH-10001448,Technology,Phones,Anker Astro 15000Mah Usb Portable Charger,149.97,Medium,3,0,6,Profit
4244,CA-2016-159142,19-03-2028,19-06-2028,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,22153,South,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" X 5"" Forms Per Page, 600 Sets Per Book",27.81,Low,3,0,13.07,Profit
4245,CA-2014-138436,20-03-2028,20-06-2028,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10002323,Technology,Accessories,Sandisk Ultra 32 Gb Microsdhc Class 10 Memory Card,66.3,Low,3,0,8.62,Profit
4246,CA-2017-117702,21-03-2028,21-06-2028,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,OFF-AR-10004582,Office Supplies,Art,Bic Brite Liner Grip Highlighters,1.64,Low,1,0,0.74,Profit
4247,CA-2017-117702,22-03-2028,22-06-2028,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp With Clamp-Mount Base,"1,049.20",Very High,5,0,272.79,Profit
4248,CA-2017-117702,23-03-2028,23-06-2028,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",20.9,Low,5,0,7.52,Profit
4249,CA-2016-157336,24-03-2028,24-06-2028,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10004236,Office Supplies,Binders,"Xtralife Clearvue Slant-D Ring Binder, White, 3""",88.08,Low,6,0,40.52,Profit
4250,CA-2016-157336,25-03-2028,25-06-2028,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,751.92,High,4,0,150.38,Profit
4251,CA-2014-168130,26-03-2028,26-06-2028,Same Day,BS-11365,Bill Shonely,Corporate,United States,New York City,New York,10011,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,887.1,High,7,0.1,177.42,Profit
4252,CA-2015-155068,27-03-2028,27-06-2028,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband Iphone 5S,55.94,Low,7,0.2,-13.29,Loss
4253,CA-2015-155068,28-03-2028,28-06-2028,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,10.69,Low,2,0.2,2.27,Profit
4254,CA-2015-155068,29-03-2028,29-06-2028,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,TEC-PH-10004924,Technology,Phones,"Skilcraft Telephone Shoulder Rest, 2"" X 6.5"" X 2.5"", Black",11.82,Low,2,0.2,1.03,Profit
4255,CA-2017-163160,30-03-2028,30-06-2028,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,OFF-PA-10003127,Office Supplies,Paper,Easy-Staple Paper,63.31,Low,3,0.2,20.58,Profit
4256,CA-2017-163160,31-03-2028,01-07-2028,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,OFF-BI-10000778,Office Supplies,Binders,Gbc Velobinder Electric Binding Machine,96.78,Low,4,0.8,-145.18,Loss
4257,CA-2017-163160,01-04-2028,02-07-2028,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,10.48,Low,3,0.6,-6.81,Loss
4258,CA-2015-101924,02-04-2028,03-07-2028,Standard Class,KB-16585,Ken Black,Corporate,United States,Medford,Oregon,97504,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible Accohide Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.76,Low,2,0.7,-6.83,Loss
4259,CA-2016-124793,03-04-2028,04-07-2028,First Class,MM-18280,Muhammed Macintyre,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",196.78,Medium,2,0.2,-22.14,Loss
4260,CA-2017-118367,04-04-2028,05-07-2028,Second Class,LO-17170,Lori Olson,Corporate,United States,New York City,New York,10035,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes With String And Button Closure, 10 X 13",47.98,Low,2,0,23.99,Profit
4261,CA-2017-164819,05-04-2028,06-07-2028,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Fairfield,Connecticut,6824,East,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels For Typewriters By Universal,13.05,Low,5,0,6,Profit
4262,CA-2017-158344,06-04-2028,07-07-2028,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Moorhead,Minnesota,56560,Central,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 Gb,63.96,Low,4,0,19.83,Profit
4263,CA-2017-123351,07-04-2028,08-07-2028,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Columbus,Georgia,31907,South,OFF-AP-10001242,Office Supplies,Appliances,Apc 7 Outlet Network Surgearrest Surge Protector,80.48,Low,1,0,24.14,Profit
4264,CA-2017-110429,08-04-2028,09-07-2028,Standard Class,DM-13015,Darrin Martin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000216,Office Supplies,Binders,"Mead 1St Gear 2"" Zipper Binder, Asst. Colors",11.67,Low,3,0.7,-7.78,Loss
4265,US-2016-131611,09-04-2028,10-07-2028,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,863.13,High,8,0.3,-160.3,Loss
4266,US-2016-131611,10-04-2028,11-07-2028,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.56,Low,3,0.8,-6.24,Loss
4267,US-2016-131611,11-04-2028,12-07-2028,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library In Landvery Oak,956.66,High,7,0.32,-225.1,Loss
4268,US-2016-131611,12-04-2028,13-07-2028,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers By Gbc,12.59,Low,3,0.8,-20.14,Loss
4269,US-2016-131611,13-04-2028,14-07-2028,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,171.96,Medium,5,0.2,45.14,Profit
4270,US-2017-124821,14-04-2028,15-07-2028,Second Class,AM-10705,Anne Mcfarland,Consumer,United States,Seattle,Washington,98115,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871.4,High,4,0,148.14,Profit
4271,CA-2015-166975,15-04-2028,16-07-2028,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Jackson,Tennessee,38301,South,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave Ds Wall Clock,692.47,High,11,0.2,190.43,Profit
4272,CA-2016-123806,16-04-2028,17-07-2028,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Baltimore,Maryland,21215,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",207.76,Medium,4,0,85.18,Profit
4273,US-2017-158505,17-04-2028,18-07-2028,Same Day,SF-20200,Sarah Foster,Consumer,United States,Murray,Utah,84107,West,TEC-PH-10004071,Technology,Phones,Payanywhere Card Reader,71.93,Low,9,0.2,6.29,Profit
4274,US-2017-158505,18-04-2028,19-07-2028,Same Day,SF-20200,Sarah Foster,Consumer,United States,Murray,Utah,84107,West,OFF-AR-10001044,Office Supplies,Art,"Boston Ranger #55 Pencil Sharpener, Black",25.99,Low,1,0,7.54,Profit
4275,CA-2015-142692,19-04-2028,20-07-2028,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.59,Low,1,0.2,1.12,Profit
4276,CA-2015-123456,20-04-2028,21-07-2028,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Dallas,Texas,75220,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",48.63,Low,2,0.8,-121.58,Loss
4277,CA-2017-151358,21-04-2028,22-07-2028,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,Medium,2,0,61.39,Profit
4278,US-2016-107440,22-04-2028,23-07-2028,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2Nd Generation, Magenta","9,099.93",Very High,7,0,"2,365.98",Profit
4279,US-2016-107440,23-04-2028,24-07-2028,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays By Oic,9.96,Low,2,0,3.29,Profit
4280,US-2016-107440,24-04-2028,25-07-2028,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25.3,Low,5,0,11.89,Profit
4281,CA-2014-166989,25-04-2028,26-07-2028,Standard Class,RM-19675,Robert Marley,Home Office,United States,New York City,New York,10011,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write N' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,Low,2,0,5.23,Profit
4282,CA-2014-166989,26-04-2028,27-07-2028,Standard Class,RM-19675,Robert Marley,Home Office,United States,New York City,New York,10011,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",69.26,Low,2,0.1,14.62,Profit
4283,CA-2014-103100,27-04-2028,28-07-2028,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,3.69,Low,1,0,1.73,Profit
4284,CA-2014-103100,28-04-2028,29-07-2028,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,"1,103.97",Very High,3,0,496.79,Profit
4285,CA-2015-105690,29-04-2028,30-07-2028,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642,Central,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library In Brianna Oak,246.13,Medium,2,0.32,-76.01,Loss
4286,CA-2015-105690,30-04-2028,31-07-2028,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642,Central,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels For Typewriters By Universal,11.7,Low,2,0.2,3.95,Profit
4287,CA-2015-105690,01-05-2028,01-08-2028,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540Cs Digital Laser Copier,439.99,Medium,1,0.2,165,Profit
4288,CA-2017-127516,02-05-2028,02-08-2028,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Nashville,Tennessee,37211,South,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers In Natural & Black,64.78,Low,1,0.2,-12.96,Loss
4289,US-2015-117184,03-05-2028,03-08-2028,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Houston,Texas,77095,Central,OFF-BI-10002082,Office Supplies,Binders,Gbc Twin Loop Wire Binding Elements,33.28,Low,5,0.8,-49.92,Loss
4290,US-2015-117184,04-05-2028,04-08-2028,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,14.09,Low,3,0.2,4.93,Profit
4291,CA-2017-102407,05-05-2028,05-08-2028,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,11.16,Low,2,0,2.79,Profit
4292,CA-2017-102407,06-05-2028,06-08-2028,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 X 72 Conference Tables,896.33,High,9,0.2,22.41,Profit
4293,CA-2017-102407,07-05-2028,07-08-2028,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004,West,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,189,Medium,1,0,68.04,Profit
4294,CA-2017-130967,08-05-2028,08-08-2028,Standard Class,EB-13870,Emily Burns,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),53.98,Low,3,0.4,-10.8,Loss
4295,CA-2017-101581,09-05-2028,09-08-2028,Standard Class,DW-13195,David Wiener,Corporate,United States,Redmond,Oregon,97756,West,FUR-TA-10002607,Furniture,Tables,Ki Conference Tables,177.23,Medium,5,0.5,-120.51,Loss
4296,CA-2017-169124,10-05-2028,10-08-2028,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Citrus Heights,California,95610,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",129.39,Medium,3,0,54.34,Profit
4297,CA-2017-117261,11-05-2028,11-08-2028,Standard Class,TH-21235,Tiffany House,Corporate,United States,Los Angeles,California,90032,West,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",54.32,Low,4,0,0.54,Profit
4298,CA-2017-129021,12-05-2028,12-08-2028,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,"4,367.90",Very High,13,0.2,327.59,Profit
4299,CA-2017-129021,13-05-2028,13-08-2028,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303,South,OFF-PA-10000241,Office Supplies,Paper,"Ibm Multi-Purpose Copy Paper, 8 1/2 X 11"", Case",49.57,Low,2,0.2,15.49,Profit
4300,CA-2017-129021,14-05-2028,14-08-2028,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303,South,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector W/O Phone/Fax/Modem Protection,161.38,Medium,6,0.2,12.1,Profit
4301,CA-2017-129021,15-05-2028,15-08-2028,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303,South,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",2.78,Low,2,0.2,0.42,Profit
4302,CA-2017-129021,16-05-2028,16-08-2028,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" X 9""",8.72,Low,5,0.2,2.94,Profit
4303,CA-2014-123253,17-05-2028,17-08-2028,Second Class,DE-13255,Deanra Eno,Home Office,United States,Lakewood,Ohio,44107,East,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.91,Low,1,0.2,1.03,Profit
4304,CA-2016-121601,18-05-2028,18-08-2028,Same Day,MO-17500,Mary O'Rourke,Consumer,United States,The Colony,Texas,75056,Central,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,59.75,Low,7,0.2,19.42,Profit
4305,CA-2014-162278,19-05-2028,19-08-2028,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,63.92,Low,4,0,3.2,Profit
4306,CA-2014-162278,20-05-2028,20-08-2028,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10000526,Technology,Phones,Vtech Cs6719,383.96,Medium,5,0.2,38.4,Profit
4307,CA-2016-161095,21-05-2028,21-08-2028,Same Day,CS-12250,Chris Selesnick,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover With Reinforced Top Hinge,7.75,Low,3,0.2,2.81,Profit
4308,CA-2016-161095,22-05-2028,22-08-2028,Same Day,CS-12250,Chris Selesnick,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10001524,Office Supplies,Binders,Gbc Premium Transparent Covers With Diagonal Lined Pattern,33.57,Low,2,0.2,11.75,Profit
4309,CA-2014-125829,23-05-2028,23-08-2028,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10001079,Technology,Phones,Polycom Soundpoint Pro Se-225 Corded Phone,666.34,High,7,0.2,66.63,Profit
4310,CA-2014-125829,24-05-2028,24-08-2028,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",573.73,High,4,0.2,-64.54,Loss
4311,CA-2014-125829,25-05-2028,25-08-2028,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal Easyopen D-Ring Binders,21.94,Low,3,0.2,8.23,Profit
4312,CA-2014-125829,26-05-2028,26-08-2028,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,19.44,Low,3,0,9.33,Profit
4313,CA-2014-125829,27-05-2028,27-08-2028,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10003246,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer,447.97,Medium,4,0.2,139.99,Profit
4314,CA-2014-123127,28-05-2028,28-08-2028,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Long Beach,New York,11561,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter For Double Action Dustbuster Cordless Vac Bldv7210,16.78,Low,2,0,4.2,Profit
4315,CA-2015-115945,29-05-2028,29-08-2028,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10004062,Office Supplies,Art,Staples In Misc. Colors,20.96,Low,2,0,5.24,Profit
4316,CA-2015-115945,30-05-2028,30-08-2028,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004330,Office Supplies,Binders,"Gbc Velobind Prepunched Cover Sets, Regency Series",88.75,Low,3,0.2,27.74,Profit
4317,CA-2015-115945,31-05-2028,31-08-2028,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,304.23,Medium,3,0,9.13,Profit
4318,CA-2015-136735,01-06-2028,01-09-2028,Standard Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94110,West,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,167.86,Medium,2,0,78.89,Profit
4319,US-2017-136189,02-06-2028,02-09-2028,Standard Class,DC-13285,Debra Catini,Consumer,United States,Richmond,Virginia,23223,South,FUR-FU-10000175,Furniture,Furnishings,Dax Wood Document Frame.,82.38,Low,6,0,25.54,Profit
4320,CA-2014-152345,03-06-2028,03-09-2028,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,87105,West,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband Iphone 5S,23.98,Low,3,0.2,-5.69,Loss
4321,CA-2014-152345,04-06-2028,04-09-2028,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,87105,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases And Tops For Staxonsteel/High-Stak Systems,33.29,Low,1,0,7.99,Profit
4322,US-2015-147662,05-06-2028,05-09-2028,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,OFF-BI-10001658,Office Supplies,Binders,Gbc Standard Therm-A-Bind Covers,14.95,Low,2,0.7,-11.96,Loss
4323,US-2015-147662,06-06-2028,06-09-2028,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,323.98,Medium,3,0.4,-81,Loss
4324,US-2015-147662,07-06-2028,07-09-2028,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,2.29,Low,2,0.7,-1.68,Loss
